linea,estilo,estilo,op,minutaje,fecha,fecha,cantidad,minutos_producidos,min_trab,eficiencia_pct,eficiencia,categoria
Línea 79 Sup. JOSE CAPUÑAY,1MW418,,245846.0,35.918,15/11/2021,,7.0,251.426,10849.0,2.317503917411743,0.02317503917411743,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW418,,245846.0,35.918,16/11/2021,,108.0,3879.144,11420.0,33.967985989492114,0.3396798598949211,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW418,,245846.0,35.918,16/11/2021,,18.0,646.524,11420.0,5.661330998248686,0.056613309982486856,Baja
Línea 79 Sup. JOSE CAPUÑAY,SEALLOVER-BANDA,,245641.0,28.3885,17/11/2021,,127.0,3605.3395,11420.0,31.570398423817863,0.31570398423817864,Baja
Línea 79 Sup. JOSE CAPUÑAY,SEALLOVER-BANDA,,245641.0,28.3885,17/11/2021,,73.0,2072.3605,11420.0,18.14676444833625,0.1814676444833625,Baja
Línea 79 Sup. JOSE CAPUÑAY,SEALLOVER-BANDA,,245641.0,28.3885,18/11/2021,,129.0,3662.1165,11420.0,32.06757005253941,0.32067570052539407,Baja
Línea 79 Sup. JOSE CAPUÑAY,SEALLOVER-BANDA,,245641.0,28.3885,18/11/2021,,72.0,2043.972,11420.0,17.89817863397548,0.1789817863397548,Baja
Línea 79 Sup. JOSE CAPUÑAY,SEALLOVER-BANDA,,245641.0,28.3885,18/11/2021,,37.0,1050.3745,11420.0,9.197675131348511,0.09197675131348511,Baja
Línea 79 Sup. JOSE CAPUÑAY,SEALLOVER-BANDA,,245641.0,27.6585,18/11/2021,,13.0,359.5605,11420.0,3.148515761821366,0.03148515761821366,Baja
Línea 79 Sup. JOSE CAPUÑAY,SEALLOVER-BANDA,,245641.0,27.6585,18/11/2021,,60.0,1659.51,11420.0,14.531611208406305,0.14531611208406306,Baja
Línea 79 Sup. JOSE CAPUÑAY,SEALLOVER-BANDA,,245641.0,27.6585,19/11/2021,,109.0,3014.7765,11420.0,26.399093695271453,0.2639909369527145,Baja
Línea 79 Sup. JOSE CAPUÑAY,SEALLOVER-BANDA,,245642.0,28.3885,19/11/2021,,10.0,283.885,11420.0,2.4858581436077056,0.024858581436077058,Baja
Línea 79 Sup. JOSE CAPUÑAY,SEALLOVER-BANDA,,245642.0,28.3885,19/11/2021,,10.0,283.885,11420.0,2.4858581436077056,0.024858581436077058,Baja
Línea 79 Sup. JOSE CAPUÑAY,SEALLOVER-BANDA,,245667.0,27.6585,19/11/2021,,55.0,1521.2175,11420.0,13.32064360770578,0.1332064360770578,Baja
Línea 79 Sup. JOSE CAPUÑAY,SEALLOVER-BANDA,,247260.0,28.3885,19/11/2021,,48.0,1362.648,11420.0,11.932119089316986,0.11932119089316987,Baja
Línea 79 Sup. JOSE CAPUÑAY,SEALLOVER-BANDA,,247260.0,28.3885,19/11/2021,,38.0,1078.763,11420.0,9.44626094570928,0.0944626094570928,Baja
Línea 79 Sup. JOSE CAPUÑAY,SEALLOVER-BANDA,,245667.0,27.6585,22/11/2021,,86.0,2378.631,11420.0,20.828642732049037,0.20828642732049038,Baja
Línea 79 Sup. JOSE CAPUÑAY,SEALLOVER-BANDA,,245667.0,27.6585,22/11/2021,,35.0,968.0475,11420.0,8.476773204903678,0.08476773204903677,Baja
Línea 79 Sup. JOSE CAPUÑAY,SEALLOVER-BANDA,,245668.0,28.3885,23/11/2021,,7.0,198.7195,10849.0,1.8316849479214674,0.018316849479214675,Baja
Línea 79 Sup. JOSE CAPUÑAY,SEALLOVER-BANDA,,245668.0,28.3885,23/11/2021,,18.0,510.993,10849.0,4.710047008940916,0.04710047008940916,Baja
Línea 79 Sup. JOSE CAPUÑAY,SEALLOVER-BANDA,,245668.0,28.3885,23/11/2021,,4.0,113.554,10849.0,1.0466771130979813,0.010466771130979814,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW396,,248208.0,24.9859,25/11/2021,,139.0,3473.0401,11245.0,30.885194308581593,0.3088519430858159,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW396,,248208.0,24.9859,25/11/2021,,102.0,2548.5618,11245.0,22.663955535793686,0.22663955535793687,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW396,,248208.0,24.9859,25/11/2021,,88.0,2198.7592,11245.0,19.553216540684748,0.19553216540684748,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW396,,248208.0,24.9859,26/11/2021,,52.0,1299.2668,11144.0,11.658890882986361,0.11658890882986361,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW396,,248208.0,24.9859,26/11/2021,,154.0,3847.8286,11144.0,34.528253768844216,0.34528253768844214,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW396,,248208.0,24.9859,26/11/2021,,140.0,3498.026,11144.0,31.3893216080402,0.313893216080402,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW396,,248208.0,24.9859,29/11/2021,,132.0,3298.1388,10082.0,32.713140249950406,0.32713140249950406,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW396,,248208.0,24.9859,30/11/2021,,140.0,3498.026,9756.0,35.85512505125051,0.3585512505125051,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW396,,248208.0,24.9859,30/11/2021,,140.0,3498.026,9756.0,35.85512505125051,0.3585512505125051,Baja
Línea 79 Sup. JOSE CAPUÑAY,AV056-PT1679,,249639.0,13.0178,1/12/2021,,198.0,2577.5244,10038.0,25.677668858338315,0.25677668858338315,Baja
Línea 79 Sup. JOSE CAPUÑAY,AV056-PT1679,,249639.0,13.0178,2/12/2021,,564.0,7342.0392,10279.0,71.427562992509,0.71427562992509,Media
Línea 79 Sup. JOSE CAPUÑAY,AV056-PT1679,,249639.0,13.0178,3/12/2021,,106.0,1379.8868,9827.0,14.041790984023608,0.14041790984023608,Baja
Línea 79 Sup. JOSE CAPUÑAY,AV056-PT1682,,249641.0,13.0178,3/12/2021,,541.0,7042.6298,9827.0,71.66612190902615,0.7166612190902615,Media
Línea 79 Sup. JOSE CAPUÑAY,AV056-PT1682,,249641.0,13.0178,6/12/2021,,75.0,976.335,11652.0,8.37911946446962,0.0837911946446962,Baja
Línea 79 Sup. JOSE CAPUÑAY,AV056-PA7027,,249643.0,13.0178,6/12/2021,,472.0,6144.4016,11652.0,52.732591829728804,0.527325918297288,Baja
Línea 79 Sup. JOSE CAPUÑAY,AV056-PA7027,,249643.0,13.0178,7/12/2021,,144.0,1874.5632,11929.0,15.714336490904518,0.15714336490904518,Baja
Línea 79 Sup. JOSE CAPUÑAY,AV056-PT1678,,249644.0,13.0178,7/12/2021,,338.0,4400.0164,11929.0,36.88503981892867,0.36885039818928667,Baja
Línea 79 Sup. JOSE CAPUÑAY,AV056-PT1678,,249644.0,13.0178,8/12/2021,,236.0,3072.2008,8490.0,36.186110718492344,0.3618611071849234,Baja
Línea 79 Sup. JOSE CAPUÑAY,AV056-PT1678,,249644.0,13.0178,8/12/2021,,44.0,572.7832,8490.0,6.746563015312132,0.06746563015312132,Baja
Línea 79 Sup. JOSE CAPUÑAY,AV056-PT1683,,249638.0,13.0178,9/12/2021,,530.0,6899.434,10837.0,63.665534742087296,0.6366553474208729,Baja
Línea 79 Sup. JOSE CAPUÑAY,AV056-PT1683,,249638.0,13.0178,10/12/2021,,100.0,1301.78,11358.0,11.461348829019194,0.11461348829019194,Baja
Línea 79 Sup. JOSE CAPUÑAY,AV056-PT1680,,249640.0,13.0178,10/12/2021,,644.0,8383.4632,11358.0,73.81108645888361,0.7381108645888361,Media
Línea 79 Sup. JOSE CAPUÑAY,1MW129,,245465.0,45.3259,15/12/2021,,140.0,6345.626,11298.0,56.165923172242884,0.5616592317224288,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW129,,245465.0,45.3259,15/12/2021,,35.0,1586.4065,11298.0,14.041480793060721,0.1404148079306072,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW129,,245465.0,45.3259,16/12/2021,,70.0,3172.813,11929.0,26.59747673736273,0.2659747673736273,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW129,,245465.0,45.3259,16/12/2021,,105.0,4759.2195,11929.0,39.896215106044096,0.398962151060441,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW129,,245465.0,45.3259,17/12/2021,,70.0,3172.813,11730.0,27.048704177323103,0.270487041773231,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW129,,245465.0,45.3259,17/12/2021,,90.0,4079.331,11730.0,34.77690537084399,0.3477690537084399,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW129,,245465.0,45.3259,20/12/2021,,70.0,3172.813,11869.0,26.731931923498188,0.26731931923498187,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW129,,245465.0,45.3259,20/12/2021,,41.0,1858.3619,11869.0,15.657274412334655,0.15657274412334654,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW129,,245465.0,45.3259,20/12/2021,,48.0,2175.6432,11869.0,18.330467604684472,0.18330467604684472,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW129,,245465.0,45.3259,21/12/2021,,42.0,1903.6878,11358.0,16.760765979926042,0.16760765979926043,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW129,,245465.0,45.3259,21/12/2021,,25.0,1133.1475,11358.0,9.976646416622645,0.09976646416622645,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW129,,245465.0,45.3259,21/12/2021,,29.0,1314.4511,11358.0,11.572909843282268,0.11572909843282268,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW129NL,,245466.0,45.3259,21/12/2021,,48.0,2175.6432,11358.0,19.15516111991548,0.1915516111991548,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW129,,245465.0,45.3259,22/12/2021,,45.0,2039.6655,11898.0,17.142927382753403,0.17142927382753403,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW129,,245465.0,45.3259,22/12/2021,,70.0,3172.813,11898.0,26.66677592872752,0.2666677592872752,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW129,,245465.0,45.3259,22/12/2021,,71.0,3218.1389,11898.0,27.047729870566485,0.27047729870566484,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW129,,245465.0,45.3259,23/12/2021,,23.0,1042.4957,10321.0,10.100723767076833,0.10100723767076833,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW129,,245465.0,45.3259,23/12/2021,,36.0,1631.7324,10321.0,15.809828504989829,0.15809828504989829,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW129,,245465.0,45.3259,27/12/2021,,58.0,2628.9022,10217.0,25.730666536165213,0.25730666536165214,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW129NL,,245466.0,45.3259,27/12/2021,,92.0,4169.9828,10217.0,40.81416071253792,0.40814160712537917,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW129,,245465.0,45.3259,28/12/2021,,48.0,2175.6432,10608.0,20.50945701357466,0.2050945701357466,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW129,,245465.0,45.3259,28/12/2021,,112.0,5076.5008,10608.0,47.855399698340875,0.4785539969834087,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW129,,245465.0,45.3259,29/12/2021,,28.0,1269.1252,11181.0,11.35073070387264,0.11350730703872641,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW129,,245465.0,45.3259,29/12/2021,,132.0,5983.0188,11181.0,53.51058760397102,0.5351058760397102,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW129,,245465.0,45.3259,4/01/2022,,8.0,362.6072,10551.0,3.4367093166524496,0.0343670931665245,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW129,,245465.0,45.2759,4/01/2022,,142.0,6429.1778,10551.0,60.9342981707895,0.609342981707895,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW129,,245465.0,45.2759,4/01/2022,,90.0,4074.831,10551.0,38.62032982655673,0.38620329826556726,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW129,,245465.0,45.2759,5/01/2022,,50.0,2263.795,11180.0,20.24861359570662,0.2024861359570662,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW129,,245465.0,45.2759,5/01/2022,,110.0,4980.349,11180.0,44.54694991055456,0.4454694991055456,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW129,,245465.0,45.2759,6/01/2022,,30.0,1358.277,9266.0,14.658720051802288,0.14658720051802288,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW129,,245465.0,45.2759,6/01/2022,,100.0,4527.59,9266.0,48.8624001726743,0.488624001726743,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW129,,245465.0,45.2759,7/01/2022,,40.0,1811.036,10065.0,17.993402881271734,0.17993402881271733,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW129,,245465.0,45.2759,7/01/2022,,140.0,6338.626,10065.0,62.97691008445106,0.6297691008445107,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW129,,245465.0,45.2759,10/01/2022,,140.0,6338.626,9602.0,66.01360133305562,0.6601360133305562,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW129NL,,245466.0,45.3259,11/01/2022,,100.0,4532.59,9016.0,50.27273735581189,0.5027273735581189,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW129NL,,245466.0,45.3259,12/01/2022,,16.0,725.2144,10490.0,6.913387988560533,0.06913387988560533,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW129JV,,246186.0,44.3259,12/01/2022,,27.0,1196.7993,10490.0,11.408954242135366,0.11408954242135366,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW129JV,,246186.0,44.3259,12/01/2022,,8.0,354.6072,10490.0,3.3804308865586266,0.03380430886558627,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW129NL,,245466.0,45.3259,13/01/2022,,10.0,453.259,9976.0,4.543494386527667,0.04543494386527667,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW129JV,,246186.0,44.3259,13/01/2022,,20.0,886.518,9976.0,8.886507618283881,0.08886507618283881,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW129,,245465.0,45.2759,14/01/2022,,14.0,633.8626,9211.0,6.8815828900228,0.068815828900228,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW129NL,,245466.0,45.3259,14/01/2022,,14.0,634.5626,9211.0,6.889182499185756,0.06889182499185756,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW129JV,,246186.0,44.3259,14/01/2022,,37.0,1640.0583,9211.0,17.80543154923461,0.17805431549234607,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW129JV,,246186.0,44.3259,14/01/2022,,42.0,1861.6878,9211.0,20.211570947779826,0.20211570947779825,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW726,,248652.0,33.8759,17/01/2022,,9.0,304.8831,9241.0,3.2992435883562385,0.032992435883562383,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW726,,248652.0,33.8759,17/01/2022,,104.0,3523.0936,9241.0,38.12459257656098,0.3812459257656098,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW726,,248652.0,33.8759,18/01/2022,,53.0,1795.4227,9976.0,17.997420809943865,0.17997420809943865,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW726,,248652.0,33.8759,18/01/2022,,47.0,1592.1673,9976.0,15.9599769446672,0.159599769446672,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW726,,248652.0,33.8759,18/01/2022,,103.0,3489.2177,9976.0,34.9761196872494,0.349761196872494,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW726,,248652.0,33.8759,19/01/2022,,73.0,2472.9407,8774.0,28.184872350125374,0.28184872350125373,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW726,,248652.0,33.8759,19/01/2022,,118.0,3997.3562,8774.0,45.559108730339645,0.4555910873033964,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW726,,248652.0,33.8759,19/01/2022,,126.0,4268.3634,8774.0,48.64786186459995,0.4864786186459995,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW726,,248652.0,33.8759,19/01/2022,,12.0,406.5108,8774.0,4.633129701390472,0.046331297013904725,Baja
Línea 79 Sup. JOSE CAPUÑAY,SEALLOVER-BOSS,,245635.0,28.2585,21/01/2022,,52.0,1469.442,8143.0,18.045462360309468,0.1804546236030947,Baja
Línea 79 Sup. JOSE CAPUÑAY,SEALLOVER-BOSS,,245635.0,28.2585,21/01/2022,,59.0,1667.2515,8143.0,20.474659216504975,0.20474659216504976,Baja
Línea 79 Sup. JOSE CAPUÑAY,SEALLOVER-BOSS,,245635.0,28.2585,22/01/2022,,7.0,197.8095,3300.0,5.994227272727273,0.05994227272727273,Baja
Línea 79 Sup. JOSE CAPUÑAY,SEALLOVER-BOSS,,245635.0,28.2585,22/01/2022,,16.0,452.136,3300.0,13.70109090909091,0.1370109090909091,Baja
Línea 79 Sup. JOSE CAPUÑAY,SEALLOVER-BOSS,,245635.0,28.2585,22/01/2022,,110.0,3108.435,3300.0,94.195,0.94195,Alta
Línea 79 Sup. JOSE CAPUÑAY,SEALLOVER-BOSS,,245635.0,28.2585,24/01/2022,,56.0,1582.476,6495.0,24.364526558891455,0.24364526558891456,Baja
Línea 79 Sup. JOSE CAPUÑAY,SEALLOVER-BOSS,,245635.0,28.2585,24/01/2022,,1.0,28.2585,6495.0,0.43508083140877607,0.00435080831408776,Baja
Línea 79 Sup. JOSE CAPUÑAY,SEALLOVER-BOSS,,245635.0,28.2585,24/01/2022,,34.0,960.789,6495.0,14.792748267898384,0.14792748267898384,Baja
Línea 79 Sup. JOSE CAPUÑAY,SEALLOVER-BOSS,,245635.0,28.2585,25/01/2022,,31.0,876.0135,8203.0,10.679184444715348,0.10679184444715348,Baja
Línea 79 Sup. JOSE CAPUÑAY,SEALLOVER-BOSS,,245635.0,28.2585,25/01/2022,,1.0,28.2585,8203.0,0.3444898207972693,0.003444898207972693,Baja
Línea 79 Sup. JOSE CAPUÑAY,SEALLOVER-BOSS,,245635.0,28.2585,25/01/2022,,4.0,113.034,8203.0,1.3779592831890772,0.013779592831890772,Baja
Línea 79 Sup. JOSE CAPUÑAY,SEALLOVER-FLOWE,,247317.0,27.7825,25/01/2022,,141.0,3917.3325,8203.0,47.754876264781174,0.47754876264781176,Baja
Línea 79 Sup. JOSE CAPUÑAY,SEALLOVER-FLOWE,,247317.0,27.7825,26/01/2022,,169.0,4695.2425,9406.0,49.917526047203914,0.49917526047203914,Baja
Línea 79 Sup. JOSE CAPUÑAY,SEALLOVER-FLOWE,,247317.0,27.7825,27/01/2022,,234.0,6501.105,9465.0,68.68573692551504,0.6868573692551504,Baja
Línea 79 Sup. JOSE CAPUÑAY,SEALLOVER-FLOWE,,247317.0,27.7825,28/01/2022,,76.0,2111.47,9188.0,22.980735742272525,0.22980735742272526,Baja
Línea 79 Sup. JOSE CAPUÑAY,SEALLOVER-FLOWE,,247317.0,27.7825,28/01/2022,,157.0,4361.8525,9188.0,47.473361993905094,0.47473361993905094,Baja
Línea 79 Sup. JOSE CAPUÑAY,SEALLOVER-FLOWE,,247317.0,27.7825,28/01/2022,,36.0,1000.17,9188.0,10.88561166739225,0.1088561166739225,Baja
Línea 79 Sup. JOSE CAPUÑAY,SEALLOVER-FLOWE,,247317.0,27.7825,29/01/2022,,43.0,1194.6475,3540.0,33.74710451977401,0.3374710451977401,Baja
Línea 79 Sup. JOSE CAPUÑAY,SEALLOVER-FLOWE,,247317.0,27.7825,29/01/2022,,82.0,2278.165,3540.0,64.35494350282485,0.6435494350282486,Baja
Línea 79 Sup. JOSE CAPUÑAY,SEALLOVER-FLOWE,,247317.0,27.7825,31/01/2022,,210.0,5834.325,11119.0,52.4716701142189,0.524716701142189,Baja
Línea 79 Sup. JOSE CAPUÑAY,SEALLOVER-FLOWE,,247317.0,27.7825,31/01/2022,,180.0,5000.85,11119.0,44.97571724075907,0.44975717240759067,Baja
Línea 79 Sup. JOSE CAPUÑAY,SEALLOVER-FLOWE,,247318.0,28.5125,1/02/2022,,92.0,2623.15,11149.0,23.52811911382187,0.2352811911382187,Baja
Línea 79 Sup. JOSE CAPUÑAY,SEALLOVER-FLOWE,,247324.0,28.5125,1/02/2022,,38.0,1083.475,11149.0,9.71813615570903,0.09718136155709031,Baja
Línea 79 Sup. JOSE CAPUÑAY,PHILLIPSON 104,,249634.0,18.653,2/02/2022,,57.0,1063.221,11509.0,9.238170127726129,0.09238170127726128,Baja
Línea 79 Sup. JOSE CAPUÑAY,PHILLIPSON 104,,249632.0,15.537,3/02/2022,,202.0,3138.474,11809.0,26.576966720298078,0.2657696672029808,Baja
Línea 79 Sup. JOSE CAPUÑAY,PHILLIPSON 104,,249634.0,18.653,3/02/2022,,145.0,2704.685,11809.0,22.903590481835888,0.2290359048183589,Baja
Línea 79 Sup. JOSE CAPUÑAY,PHILLIPSON 104,,249632.0,15.537,4/02/2022,,122.0,1895.514,11816.0,16.041926201760322,0.16041926201760323,Baja
Línea 79 Sup. JOSE CAPUÑAY,PHILLIPSON 104,,249632.0,15.537,4/02/2022,,184.0,2858.808,11816.0,24.194380501015573,0.24194380501015572,Baja
Línea 79 Sup. JOSE CAPUÑAY,PHILLIPSON 104,,249634.0,18.653,4/02/2022,,26.0,484.978,11816.0,4.104417738659445,0.04104417738659445,Baja
Línea 79 Sup. JOSE CAPUÑAY,PHILLIPSON 104,,249633.0,15.537,5/02/2022,,200.0,3107.4,4770.0,65.14465408805032,0.6514465408805031,Baja
Línea 79 Sup. JOSE CAPUÑAY,PHILLIPSON 104,,249632.0,15.537,7/02/2022,,26.0,403.962,10280.0,3.9295914396887155,0.039295914396887156,Baja
Línea 79 Sup. JOSE CAPUÑAY,PHILLIPSON 104,,249632.0,15.537,7/02/2022,,10.0,155.37,10280.0,1.5113813229571984,0.015113813229571983,Baja
Línea 79 Sup. JOSE CAPUÑAY,PHILLIPSON 104,,249633.0,15.537,7/02/2022,,238.0,3697.806,10280.0,35.970875486381324,0.35970875486381326,Baja
Línea 79 Sup. JOSE CAPUÑAY,PHILLIPSON 104,,249634.0,18.653,7/02/2022,,125.0,2331.625,10280.0,22.681177042801558,0.2268117704280156,Baja
Línea 79 Sup. JOSE CAPUÑAY,PHILLIPSON 104,,249634.0,18.653,8/02/2022,,100.0,1865.3,11238.0,16.598149136857092,0.16598149136857093,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW396,,250881.0,25.0339,16/03/2022,,100.0,2503.39,9652.0,25.936489846663903,0.259364898466639,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW396,,250881.0,25.0339,17/03/2022,,40.0,1001.356,9653.0,10.373521185123796,0.10373521185123796,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW396,,250881.0,25.0339,17/03/2022,,140.0,3504.746,9653.0,36.307324147933286,0.36307324147933284,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW396,,250881.0,25.0339,17/03/2022,,110.0,2753.729,9653.0,28.52718325909044,0.2852718325909044,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW396,,250881.0,25.0339,18/03/2022,,30.0,751.017,9397.0,7.992093221240822,0.07992093221240822,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW396,,250881.0,25.0339,18/03/2022,,140.0,3504.746,9397.0,37.29643503245717,0.3729643503245717,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW396,,250881.0,25.0339,18/03/2022,,100.0,2503.39,9397.0,26.640310737469402,0.266403107374694,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW396,,250881.0,25.0339,21/03/2022,,40.0,1001.356,9086.0,11.020867268324896,0.11020867268324895,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW396,,250881.0,25.0339,21/03/2022,,140.0,3504.746,9086.0,38.573035439137136,0.3857303543913714,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW396,,250881.0,25.0339,21/03/2022,,35.0,876.1865,9086.0,9.643258859784284,0.09643258859784284,Baja
Línea 79 Sup. JOSE CAPUÑAY,0035704,,250499.0,19.6563,22/03/2022,,100.0,1965.63,10613.0,18.52096485442382,0.1852096485442382,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW396,,250881.0,25.0339,22/03/2022,,35.0,876.1865,10613.0,8.255785357580327,0.08255785357580328,Baja
Línea 79 Sup. JOSE CAPUÑAY,0035704,,250499.0,19.6563,23/03/2022,,184.0,3616.7592,10610.0,34.08821112158341,0.3408821112158341,Baja
Línea 79 Sup. JOSE CAPUÑAY,0035704,,250499.0,19.6563,24/03/2022,,112.0,2201.5056,9669.0,22.768699968973007,0.22768699968973005,Baja
Línea 79 Sup. JOSE CAPUÑAY,0035704,,250499.0,19.6563,24/03/2022,,203.0,3990.2289,9669.0,41.268268693763574,0.4126826869376357,Baja
Línea 79 Sup. JOSE CAPUÑAY,0035704,,250499.0,19.6563,25/03/2022,,25.0,491.4075,10615.0,4.629368817710787,0.04629368817710786,Baja
Línea 79 Sup. JOSE CAPUÑAY,0035704,,250499.0,19.9573,25/03/2022,,220.0,4390.606,10615.0,41.36227979274611,0.4136227979274611,Baja
Línea 79 Sup. JOSE CAPUÑAY,0035704,,250499.0,19.9573,28/03/2022,,20.0,399.146,9918.0,4.0244605767291795,0.040244605767291795,Baja
Línea 79 Sup. JOSE CAPUÑAY,0035704,,250499.0,19.9573,28/03/2022,,163.0,3253.0399,9918.0,32.79935370034281,0.32799353700342815,Baja
Línea 79 Sup. JOSE CAPUÑAY,0035704,,249149.0,19.6363,29/03/2022,,345.0,6774.5235,9727.0,69.64658682019123,0.6964658682019124,Baja
Línea 79 Sup. JOSE CAPUÑAY,0035704,,250499.0,19.9573,29/03/2022,,18.0,359.2314,9727.0,3.693136629998972,0.03693136629998972,Baja
Línea 79 Sup. JOSE CAPUÑAY,0035704,,249149.0,19.6363,30/03/2022,,63.0,1237.0869,10366.0,11.934081612965464,0.11934081612965464,Baja
Línea 79 Sup. JOSE CAPUÑAY,0035704,,249149.0,19.6363,30/03/2022,,240.0,4712.712,10366.0,45.46316804939225,0.4546316804939225,Baja
Línea 79 Sup. JOSE CAPUÑAY,0035704,,249149.0,19.6363,31/03/2022,,186.0,3652.3518,10399.0,35.122144436965094,0.3512214443696509,Baja
Línea 79 Sup. JOSE CAPUÑAY,0035704,,250499.0,19.6563,31/03/2022,,59.0,1159.7217,10399.0,11.15224252331955,0.1115224252331955,Baja
Línea 79 Sup. JOSE CAPUÑAY,0035704,,250499.0,19.6563,1/04/2022,,295.0,5798.6085,10668.0,54.355160292463445,0.5435516029246344,Baja
Línea 79 Sup. JOSE CAPUÑAY,0035704,,250499.0,19.6563,1/04/2022,,74.0,1454.5662,10668.0,13.634853768278965,0.13634853768278965,Baja
Línea 79 Sup. JOSE CAPUÑAY,0035704,,249149.0,19.9373,6/04/2022,,400.0,7974.92,9851.0,80.95543599634554,0.8095543599634554,Media
Línea 79 Sup. JOSE CAPUÑAY,0035704,,250499.0,19.6563,6/04/2022,,185.0,3636.4155,9851.0,36.91417622576388,0.36914176225763884,Baja
Línea 79 Sup. JOSE CAPUÑAY,0035704,,249149.0,19.9373,7/04/2022,,20.0,398.746,10036.0,3.9731566361100032,0.039731566361100035,Baja
Línea 79 Sup. JOSE CAPUÑAY,0035704,,249149.0,19.6363,7/04/2022,,300.0,5890.89,10036.0,58.697588680749305,0.586975886807493,Baja
Línea 79 Sup. JOSE CAPUÑAY,0035704,,249149.0,19.6363,8/04/2022,,126.0,2474.1738,10036.0,24.652987245914705,0.24652987245914704,Baja
Línea 79 Sup. JOSE CAPUÑAY,0035704,,249149.0,19.6363,8/04/2022,,174.0,3416.7162,10036.0,34.04460143483459,0.34044601434834587,Baja
