linea,estilo,estilo,op,minutaje,fecha,fecha,cantidad,minutos_producidos,min_trab,eficiencia_pct,eficiencia,categoria
Línea 79 Sup. JOSE CAPUÑAY,H8622,,252667.0,14.0756,12/04/2022,,171.0,2406.9276,8238.0,29.217378004369994,0.2921737800436999,Baja
Línea 79 Sup. JOSE CAPUÑAY,0035704,,249149.0,19.6363,13/04/2022,,34.0,667.6342,8912.0,7.491407091561938,0.07491407091561939,Baja
Línea 79 Sup. JOSE CAPUÑAY,H8622,,252667.0,14.0756,13/04/2022,,171.0,2406.9276,8912.0,27.007715439856373,0.2700771543985637,Baja
Línea 79 Sup. JOSE CAPUÑAY,3B26,,250906.0,17.6466,14/04/2022,,185.0,3264.621,7260.0,44.96723140495868,0.4496723140495868,Baja
Línea 79 Sup. JOSE CAPUÑAY,H8622,,252667.0,14.0756,14/04/2022,,201.0,2829.1956,7260.0,38.96963636363636,0.3896963636363636,Baja
Línea 79 Sup. JOSE CAPUÑAY,3B26,,250905.0,17.6466,15/04/2022,,81.0,1429.3746,3536.0,40.42348981900453,0.4042348981900453,Baja
Línea 79 Sup. JOSE CAPUÑAY,3B26,,250905.0,17.6466,15/04/2022,,67.0,1182.3222,3536.0,33.436713800904975,0.33436713800904977,Baja
Línea 79 Sup. JOSE CAPUÑAY,3B26,,250905.0,17.6466,15/04/2022,,70.0,1235.262,3536.0,34.93388009049774,0.3493388009049774,Baja
Línea 79 Sup. JOSE CAPUÑAY,3B26,,250905.0,17.6466,19/04/2022,,15.0,264.699,11298.0,2.3428836962294213,0.02342883696229421,Baja
Línea 79 Sup. JOSE CAPUÑAY,3B26,,250905.0,17.6466,19/04/2022,,5.0,88.233,11298.0,0.7809612320764737,0.007809612320764737,Baja
Línea 79 Sup. JOSE CAPUÑAY,3B26,,250905.0,17.6466,19/04/2022,,5.0,88.233,11298.0,0.7809612320764737,0.007809612320764737,Baja
Línea 79 Sup. JOSE CAPUÑAY,3B26,,250906.0,17.6466,19/04/2022,,25.0,441.165,11298.0,3.904806160382369,0.03904806160382369,Baja
Línea 79 Sup. JOSE CAPUÑAY,3B26,,250907.0,17.6466,19/04/2022,,63.0,1111.7358,11298.0,9.840111524163568,0.09840111524163568,Baja
Línea 79 Sup. JOSE CAPUÑAY,3B26,,250907.0,17.6466,19/04/2022,,63.0,1111.7358,11298.0,9.840111524163568,0.09840111524163568,Baja
Línea 79 Sup. JOSE CAPUÑAY,H8622,,252667.0,14.0756,19/04/2022,,228.0,3209.2368,11298.0,28.405353159851305,0.28405353159851304,Baja
Línea 79 Sup. JOSE CAPUÑAY,H8622,,252667.0,14.0756,20/04/2022,,84.0,1182.3504,11358.0,10.40984680401479,0.10409846804014791,Baja
Línea 79 Sup. JOSE CAPUÑAY,H8622,,252667.0,14.0756,20/04/2022,,56.0,788.2336,11358.0,6.939897869343195,0.06939897869343195,Baja
Línea 79 Sup. JOSE CAPUÑAY,3CE7,,248066.0,29.2928,22/04/2022,,70.0,2050.496,11298.0,18.14919454770756,0.1814919454770756,Baja
Línea 79 Sup. JOSE CAPUÑAY,3CE7,,248066.0,29.2928,22/04/2022,,30.0,878.784,11298.0,7.778226234731811,0.07778226234731811,Baja
Línea 79 Sup. JOSE CAPUÑAY,H8622,,252667.0,14.0756,25/04/2022,,117.0,1646.8452,10401.0,15.833527545428325,0.15833527545428325,Baja
Línea 79 Sup. JOSE CAPUÑAY,3CE7,,248066.0,29.2928,27/04/2022,,40.0,1171.712,11330.0,10.341676963812887,0.10341676963812887,Baja
Línea 79 Sup. JOSE CAPUÑAY,3CE7,,248066.0,29.2928,27/04/2022,,70.0,2050.496,11330.0,18.097934686672552,0.1809793468667255,Baja
Línea 79 Sup. JOSE CAPUÑAY,3CE7,,248066.0,29.2928,27/04/2022,,71.0,2079.7888,11330.0,18.35647661076787,0.18356476610767872,Baja
Línea 79 Sup. JOSE CAPUÑAY,3CE7,,248066.0,29.2928,27/04/2022,,71.0,2079.7888,11330.0,18.35647661076787,0.18356476610767872,Baja
Línea 79 Sup. JOSE CAPUÑAY,H8622,,252667.0,14.0756,27/04/2022,,6.0,84.4536,11330.0,0.7453980582524272,0.0074539805825242725,Baja
Línea 79 Sup. JOSE CAPUÑAY,3CE7,,248066.0,29.2928,28/04/2022,,58.0,1698.9824,10828.0,15.69063908385667,0.1569063908385667,Baja
Línea 79 Sup. JOSE CAPUÑAY,3CE7,,248066.0,29.2928,28/04/2022,,70.0,2050.496,10828.0,18.9369782046546,0.189369782046546,Baja
Línea 79 Sup. JOSE CAPUÑAY,3CE7,,248066.0,29.2928,28/04/2022,,23.0,673.7344,10828.0,6.222149981529369,0.062221499815293686,Baja
Línea 79 Sup. JOSE CAPUÑAY,3CE7,,248066.0,29.2928,28/04/2022,,70.0,2050.496,10828.0,18.9369782046546,0.189369782046546,Baja
Línea 79 Sup. JOSE CAPUÑAY,3CE7,,248066.0,29.2928,28/04/2022,,70.0,2050.496,10828.0,18.9369782046546,0.189369782046546,Baja
Línea 79 Sup. JOSE CAPUÑAY,3CE7,,248066.0,29.2928,28/04/2022,,59.0,1728.2752,10828.0,15.961167343923163,0.15961167343923163,Baja
Línea 79 Sup. JOSE CAPUÑAY,3CE7,,248066.0,29.2928,28/04/2022,,10.0,292.928,10828.0,2.7052826006649426,0.027052826006649426,Baja
Línea 79 Sup. JOSE CAPUÑAY,3CE7,,248067.0,28.919,29/04/2022,,60.0,1735.14,11265.0,15.402929427430095,0.15402929427430095,Baja
Línea 79 Sup. JOSE CAPUÑAY,3CE7,,248067.0,28.919,29/04/2022,,60.0,1735.14,11265.0,15.402929427430095,0.15402929427430095,Baja
Línea 79 Sup. JOSE CAPUÑAY,3CE7,,248067.0,28.919,29/04/2022,,36.0,1041.084,11265.0,9.241757656458056,0.09241757656458055,Baja
Línea 79 Sup. JOSE CAPUÑAY,3CE7,,248067.0,28.919,29/04/2022,,41.0,1185.679,11265.0,10.525335108743898,0.10525335108743898,Baja
Línea 79 Sup. JOSE CAPUÑAY,3CE7,,248067.0,28.919,29/04/2022,,56.0,1619.464,11265.0,14.37606746560142,0.1437606746560142,Baja
Línea 79 Sup. JOSE CAPUÑAY,3CE7,,248067.0,28.919,29/04/2022,,57.0,1648.383,11265.0,14.632782956058588,0.14632782956058588,Baja
Línea 79 Sup. JOSE CAPUÑAY,3CE7,,248066.0,29.2928,30/04/2022,,60.0,1757.568,5669.0,31.00313988357735,0.3100313988357735,Baja
Línea 79 Sup. JOSE CAPUÑAY,3CE7,,248067.0,28.919,30/04/2022,,13.0,375.947,5669.0,6.631628153113424,0.06631628153113424,Baja
Línea 79 Sup. JOSE CAPUÑAY,DINGYLO,,252117.0,32.6769,3/05/2022,,75.0,2450.7675,9287.0,26.38922687627867,0.2638922687627867,Baja
Línea 79 Sup. JOSE CAPUÑAY,DINGYLO,,252117.0,32.6769,4/05/2022,,35.0,1143.6915,11298.0,10.122955390334571,0.1012295539033457,Baja
Línea 79 Sup. JOSE CAPUÑAY,DINGYLO,,252117.0,32.6769,4/05/2022,,110.0,3594.459,11298.0,31.815002655337228,0.31815002655337227,Baja
Línea 79 Sup. JOSE CAPUÑAY,DINGYLO,,252117.0,32.6769,4/05/2022,,85.0,2777.5365,11298.0,24.584320233669676,0.24584320233669676,Baja
Línea 79 Sup. JOSE CAPUÑAY,DINGYLO,,252117.0,32.6769,5/05/2022,,25.0,816.9225,11365.0,7.188055433347998,0.07188055433347998,Baja
Línea 79 Sup. JOSE CAPUÑAY,DINGYLO,,252117.0,32.6769,5/05/2022,,57.0,1862.5833,11365.0,16.388766388033435,0.16388766388033435,Baja
Línea 79 Sup. JOSE CAPUÑAY,DINGYLO,,252117.0,32.6769,5/05/2022,,148.0,4836.1812,11365.0,42.55328816542015,0.4255328816542015,Baja
Línea 79 Sup. JOSE CAPUÑAY,DINGYLO,,252117.0,32.6769,6/05/2022,,80.0,2614.152,11129.0,23.489549824782102,0.23489549824782102,Baja
Línea 79 Sup. JOSE CAPUÑAY,DINGYLO,,252117.0,32.6769,6/05/2022,,57.0,1862.5833,11129.0,16.736304250157247,0.16736304250157247,Baja
Línea 79 Sup. JOSE CAPUÑAY,DINGYLO,,252117.0,32.6769,6/05/2022,,55.0,1797.2295,11129.0,16.149065504537692,0.1614906550453769,Baja
Línea 79 Sup. JOSE CAPUÑAY,DINGYLO,,252117.0,32.6769,6/05/2022,,96.0,3136.9824,11129.0,28.18745978973852,0.28187459789738517,Baja
Línea 79 Sup. JOSE CAPUÑAY,DINGYLO,,252117.0,32.6769,9/05/2022,,118.0,3855.8742,11929.0,32.32353256769218,0.3232353256769218,Baja
Línea 79 Sup. JOSE CAPUÑAY,DINGYLO,,252117.0,32.6769,10/05/2022,,1.0,32.6769,11278.0,0.2897402021635042,0.002897402021635042,Baja
Línea 79 Sup. JOSE CAPUÑAY,DINGYLO,,252117.0,32.6769,10/05/2022,,50.0,1633.845,11278.0,14.487010108175207,0.14487010108175208,Baja
Línea 79 Sup. JOSE CAPUÑAY,DINGYLO,,252117.0,32.6769,10/05/2022,,83.0,2712.1827,11278.0,24.048436779570846,0.24048436779570845,Baja
Línea 79 Sup. JOSE CAPUÑAY,DINGYLO,,252117.0,32.6769,10/05/2022,,68.0,2222.0292,11278.0,19.702333747118285,0.19702333747118284,Baja
Línea 79 Sup. JOSE CAPUÑAY,DINGYLO,,252117.0,32.6769,10/05/2022,,39.0,1274.3991,11278.0,11.299867884376663,0.11299867884376663,Baja
Línea 79 Sup. JOSE CAPUÑAY,DINGYLO,,252117.0,32.6769,11/05/2022,,7.0,228.7383,11016.0,2.0764188453159043,0.02076418845315904,Baja
Línea 79 Sup. JOSE CAPUÑAY,DINGYLO,,252117.0,32.6769,11/05/2022,,5.0,163.3845,11016.0,1.4831563180827887,0.014831563180827886,Baja
Línea 79 Sup. JOSE CAPUÑAY,W-MERCURY,,254542.0,43.3111,11/05/2022,,120.0,5197.332,11016.0,47.17984749455338,0.4717984749455338,Baja
Línea 79 Sup. JOSE CAPUÑAY,W-MERCURY,,254542.0,43.3111,11/05/2022,,36.0,1559.1996,11016.0,14.153954248366013,0.14153954248366013,Baja
Línea 79 Sup. JOSE CAPUÑAY,W-MERCURY,,254542.0,43.3111,12/05/2022,,66.0,2858.5326,10637.0,26.873485005170632,0.26873485005170633,Baja
Línea 79 Sup. JOSE CAPUÑAY,W-MERCURY,,254542.0,43.3111,12/05/2022,,87.0,3768.0657,10637.0,35.42413932499765,0.35424139324997644,Baja
Línea 79 Sup. JOSE CAPUÑAY,W-MERCURY,,254542.0,43.3111,12/05/2022,,34.0,1472.5774,10637.0,13.843916517815172,0.13843916517815172,Baja
Línea 79 Sup. JOSE CAPUÑAY,W-MERCURY,,256656.0,43.2211,12/05/2022,,66.0,2852.5926,10637.0,26.817642192347467,0.2681764219234747,Baja
Línea 79 Sup. JOSE CAPUÑAY,W-MERCURY,,256656.0,1.0,12/05/2022,,142.0,142.0,10637.0,1.3349628654695873,0.013349628654695873,Baja
Línea 79 Sup. JOSE CAPUÑAY,W-MERCURY,,256656.0,1.0,12/05/2022,,5.0,5.0,10637.0,0.04700573469963335,0.00047005734699633354,Baja
Línea 79 Sup. JOSE CAPUÑAY,W-MERCURY,,256656.0,1.0,14/05/2022,,45.0,45.0,7680.0,0.5859375,0.005859375,Baja
Línea 79 Sup. JOSE CAPUÑAY,W-MERCURY,,256656.0,1.0,14/05/2022,,231.0,231.0,7680.0,3.0078125,0.030078125,Baja
Línea 79 Sup. JOSE CAPUÑAY,W-MERCURY,,256656.0,1.0,14/05/2022,,150.0,150.0,7680.0,1.953125,0.01953125,Baja
Línea 79 Sup. JOSE CAPUÑAY,W-MERCURY,,256656.0,1.0,14/05/2022,,4.0,4.0,7680.0,0.052083333333333336,0.0005208333333333333,Baja
Línea 79 Sup. JOSE CAPUÑAY,NF328,,251160.0,24.5245,16/05/2022,,80.0,1961.96,10529.0,18.63386836356729,0.1863386836356729,Baja
Línea 79 Sup. JOSE CAPUÑAY,NF328,,251160.0,24.5245,16/05/2022,,20.0,490.49,10529.0,4.658467090891823,0.04658467090891823,Baja
Línea 79 Sup. JOSE CAPUÑAY,NF328,,251160.0,24.5245,17/05/2022,,12.0,294.294,10615.0,2.7724352331606217,0.027724352331606215,Baja
Línea 79 Sup. JOSE CAPUÑAY,NF328,,251160.0,24.5245,17/05/2022,,163.0,3997.4935,10615.0,37.65891191709845,0.3765891191709845,Baja
Línea 79 Sup. JOSE CAPUÑAY,NF328,,251160.0,24.5245,17/05/2022,,19.0,465.9655,10615.0,4.389689119170985,0.04389689119170985,Baja
Línea 79 Sup. JOSE CAPUÑAY,NF328,,251160.0,24.5245,17/05/2022,,66.0,1618.617,10615.0,15.248393782383419,0.15248393782383418,Baja
Línea 79 Sup. JOSE CAPUÑAY,NF328,,251159.0,24.5245,18/05/2022,,136.0,3335.332,10563.0,31.575612988734257,0.3157561298873426,Baja
Línea 79 Sup. JOSE CAPUÑAY,NF328,,251159.0,24.5245,18/05/2022,,37.0,907.4065,10563.0,8.590424121935056,0.08590424121935056,Baja
Línea 79 Sup. JOSE CAPUÑAY,NF328,,251159.0,24.5245,18/05/2022,,90.0,2207.205,10563.0,20.895626242544733,0.20895626242544732,Baja
Línea 79 Sup. JOSE CAPUÑAY,NF328,,251159.0,24.5245,18/05/2022,,9.0,220.7205,10563.0,2.089562624254473,0.020895626242544728,Baja
Línea 79 Sup. JOSE CAPUÑAY,NF328,,251160.0,24.5245,18/05/2022,,63.0,1545.0435,10563.0,14.626938369781312,0.14626938369781312,Baja
Línea 79 Sup. JOSE CAPUÑAY,NF328,,251160.0,24.5245,19/05/2022,,70.0,1716.715,13174.0,13.031083953241232,0.13031083953241232,Baja
Línea 79 Sup. JOSE CAPUÑAY,NF328,,251160.0,24.5245,19/05/2022,,168.0,4120.116,13174.0,31.27460148777896,0.3127460148777896,Baja
Línea 79 Sup. JOSE CAPUÑAY,NF328,,251160.0,24.5245,19/05/2022,,128.0,3139.136,13174.0,23.82826780021254,0.2382826780021254,Baja
Línea 79 Sup. JOSE CAPUÑAY,NF328,,251160.0,24.5245,19/05/2022,,101.0,2476.9745,13174.0,18.801992561105205,0.18801992561105205,Baja
Línea 79 Sup. JOSE CAPUÑAY,NF328,,251160.0,24.5245,20/05/2022,,124.0,3041.038,14037.0,21.664443969509154,0.21664443969509153,Baja
Línea 79 Sup. JOSE CAPUÑAY,NF328,,251160.0,24.5245,20/05/2022,,70.0,1716.715,14037.0,12.229928047303554,0.12229928047303554,Baja
Línea 79 Sup. JOSE CAPUÑAY,NF328,,251160.0,24.5245,20/05/2022,,53.0,1299.7985,14037.0,9.259802664386978,0.09259802664386978,Baja
Línea 79 Sup. JOSE CAPUÑAY,NF328,,251161.0,24.5245,20/05/2022,,183.0,4487.9835,14037.0,31.972526180807865,0.31972526180807864,Baja
Línea 79 Sup. JOSE CAPUÑAY,NF328,,251162.0,24.5245,20/05/2022,,54.0,1324.323,14037.0,9.4345159222056,0.094345159222056,Baja
Línea 79 Sup. JOSE CAPUÑAY,NF328,,251162.0,24.5245,20/05/2022,,18.0,441.441,14037.0,3.1448386407351996,0.031448386407351994,Baja
Línea 79 Sup. JOSE CAPUÑAY,NF328,,251162.0,24.5245,20/05/2022,,15.0,367.8675,14037.0,2.620698867279333,0.026206988672793332,Baja
Línea 79 Sup. JOSE CAPUÑAY,PHILLIPSON 104,,249633.0,14.745,24/05/2022,,89.0,1312.305,11169.0,11.749529948965888,0.11749529948965888,Baja
Línea 79 Sup. JOSE CAPUÑAY,PHILLIPSON 104,,249632.0,15.537,25/05/2022,,13.0,201.981,11850.0,1.7044810126582277,0.017044810126582276,Baja
Línea 79 Sup. JOSE CAPUÑAY,PHILLIPSON 104,,249633.0,14.745,25/05/2022,,21.0,309.645,11850.0,2.6130379746835444,0.026130379746835443,Baja
Línea 79 Sup. JOSE CAPUÑAY,PHILLIPSON 104,,249634.0,18.653,25/05/2022,,73.0,1361.669,11850.0,11.490877637130803,0.11490877637130803,Baja
Línea 79 Sup. JOSE CAPUÑAY,PADDY 1 SU22,,251290.0,20.2295,25/05/2022,,90.0,1820.655,11850.0,15.364177215189873,0.15364177215189873,Baja
Línea 79 Sup. JOSE CAPUÑAY,PADDY 1 SU22,,251290.0,20.2295,26/05/2022,,278.0,5623.801,11739.0,47.90698526279922,0.4790698526279922,Baja
Línea 79 Sup. JOSE CAPUÑAY,PADDY 1 SU22,,251290.0,20.2295,30/05/2022,,380.0,7687.21,12494.0,61.527213062269894,0.6152721306226989,Baja
Línea 79 Sup. JOSE CAPUÑAY,PADDY 1 SU22,,251290.0,20.2295,31/05/2022,,327.0,6615.0465,12383.0,53.420386820641205,0.5342038682064121,Baja
Línea 79 Sup. JOSE CAPUÑAY,PADDY 1 SU22,,251290.0,20.2295,31/05/2022,,53.0,1072.1635,12383.0,8.658350157473956,0.08658350157473955,Baja
Línea 79 Sup. JOSE CAPUÑAY,PADDY 1 SU22,,251290.0,20.2295,1/06/2022,,374.0,7565.833,12485.0,60.59938325991189,0.6059938325991189,Baja
Línea 79 Sup. JOSE CAPUÑAY,PADDY 1 SU22,,251290.0,20.2295,2/06/2022,,25.0,505.7375,12337.0,4.09935559698468,0.0409935559698468,Baja
Línea 79 Sup. JOSE CAPUÑAY,PADDY 1 SU22,,251290.0,19.8185,2/06/2022,,355.0,7035.5675,12337.0,57.0281875658588,0.570281875658588,Baja
Línea 79 Sup. JOSE CAPUÑAY,PADDY 1 SU22,,251290.0,19.8185,3/06/2022,,445.0,8819.2325,11860.0,74.36115092748736,0.7436115092748736,Media
Línea 79 Sup. JOSE CAPUÑAY,GALTON,,251446.0,23.8506,6/06/2022,,41.0,977.8746,11280.0,8.669101063829787,0.08669101063829787,Baja
Línea 79 Sup. JOSE CAPUÑAY,GALTON,,251446.0,23.8506,6/06/2022,,59.0,1407.1854,11280.0,12.475047872340426,0.12475047872340425,Baja
Línea 79 Sup. JOSE CAPUÑAY,GALTON,,251446.0,23.8506,7/06/2022,,230.0,5485.638,10198.0,53.79131202196509,0.5379131202196509,Baja
Línea 79 Sup. JOSE CAPUÑAY,GALTON,,251446.0,23.8506,8/06/2022,,81.0,1931.8986,10710.0,18.038268907563026,0.18038268907563026,Baja
Línea 79 Sup. JOSE CAPUÑAY,GALTON,,251446.0,23.8506,8/06/2022,,199.0,4746.2694,10710.0,44.31624089635854,0.44316240896358544,Baja
Línea 79 Sup. JOSE CAPUÑAY,GALTON,,251446.0,23.8506,9/06/2022,,101.0,2408.9106,11280.0,21.35559042553192,0.21355590425531917,Baja
Línea 79 Sup. JOSE CAPUÑAY,GALTON,,251446.0,23.7096,9/06/2022,,200.0,4741.92,11280.0,42.03829787234042,0.42038297872340424,Baja
Línea 79 Sup. JOSE CAPUÑAY,GALTON,,251446.0,23.7096,10/06/2022,,88.0,2086.4448,11280.0,18.496851063829787,0.18496851063829786,Baja
Línea 79 Sup. JOSE CAPUÑAY,GALTON,,251446.0,23.8506,10/06/2022,,28.0,667.8168,11280.0,5.920361702127659,0.05920361702127659,Baja
Línea 79 Sup. JOSE CAPUÑAY,GALTON,,251446.0,23.8506,13/06/2022,,127.0,3029.0262,10260.0,29.52267251461988,0.2952267251461988,Baja
Línea 79 Sup. JOSE CAPUÑAY,GALTON,,251446.0,23.8506,14/06/2022,,265.0,6320.409,10260.0,61.602426900584796,0.616024269005848,Baja
Línea 79 Sup. JOSE CAPUÑAY,GALTON,,251446.0,23.8506,14/06/2022,,45.0,1073.277,10260.0,10.46078947368421,0.10460789473684211,Baja
Línea 79 Sup. JOSE CAPUÑAY,GALTON,,251446.0,23.8506,15/06/2022,,310.0,7393.686,9861.0,74.97906905993307,0.7497906905993307,Media
Línea 79 Sup. JOSE CAPUÑAY,GALTON,,251446.0,23.8506,16/06/2022,,65.0,1550.289,10923.0,14.192886569623731,0.1419288656962373,Baja
Línea 79 Sup. JOSE CAPUÑAY,GALTON,,251446.0,23.8506,16/06/2022,,245.0,5843.397,10923.0,53.496264762427906,0.534962647624279,Baja
Línea 79 Sup. JOSE CAPUÑAY,GALTON,,251446.0,23.8506,17/06/2022,,175.0,4173.855,11180.0,37.333228980322,0.37333228980322,Baja
Línea 79 Sup. JOSE CAPUÑAY,GALTON,,251446.0,23.8506,17/06/2022,,135.0,3219.831,11180.0,28.79991949910555,0.2879991949910555,Baja
Línea 79 Sup. JOSE CAPUÑAY,GALTON,,251446.0,23.8506,18/06/2022,,150.0,3577.59,5342.0,66.97098464994384,0.6697098464994384,Baja
Línea 79 Sup. JOSE CAPUÑAY,GALTON,,251446.0,23.8506,20/06/2022,,75.0,1788.795,11257.0,15.890512569956472,0.15890512569956472,Baja
Línea 79 Sup. JOSE CAPUÑAY,GALTON,,251446.0,23.8506,20/06/2022,,235.0,5604.891,11257.0,49.79027271919694,0.49790272719196943,Baja
Línea 79 Sup. JOSE CAPUÑAY,GALTON,,251446.0,23.8506,21/06/2022,,101.0,2408.9106,10710.0,22.492162464985995,0.22492162464985996,Baja
Línea 79 Sup. JOSE CAPUÑAY,GALTON,,251446.0,23.7096,21/06/2022,,174.0,4125.4704,10710.0,38.519798319327734,0.38519798319327736,Baja
Línea 79 Sup. JOSE CAPUÑAY,GALTON,,251446.0,23.8506,21/06/2022,,35.0,834.771,10710.0,7.794313725490196,0.07794313725490196,Baja
Línea 79 Sup. JOSE CAPUÑAY,GALTON,,251446.0,23.8506,22/06/2022,,310.0,7393.686,10710.0,69.03535014005601,0.6903535014005601,Baja
Línea 79 Sup. JOSE CAPUÑAY,GALTON,,251446.0,23.8506,23/06/2022,,75.0,1788.795,11340.0,15.774206349206349,0.1577420634920635,Baja
Línea 79 Sup. JOSE CAPUÑAY,GALTON,,251446.0,23.8506,23/06/2022,,235.0,5604.891,11340.0,49.42584656084656,0.4942584656084656,Baja
Línea 79 Sup. JOSE CAPUÑAY,GALTON,,251446.0,23.8506,24/06/2022,,185.0,4412.361,11340.0,38.90970899470899,0.3890970899470899,Baja
Línea 79 Sup. JOSE CAPUÑAY,GALTON,,251446.0,23.7096,24/06/2022,,125.0,2963.7,11340.0,26.134920634920633,0.26134920634920633,Baja
Línea 79 Sup. JOSE CAPUÑAY,GALTON,,251446.0,23.7096,27/06/2022,,73.0,1730.8008,11341.0,15.261447844105458,0.15261447844105458,Baja
Línea 79 Sup. JOSE CAPUÑAY,GALTON,,251446.0,23.7096,28/06/2022,,36.0,853.5456,10626.0,8.03261434217956,0.0803261434217956,Baja
Línea 79 Sup. JOSE CAPUÑAY,PENROSE 38,,252743.0,19.3584,28/06/2022,,58.0,1122.7872,10626.0,10.566414455110106,0.10566414455110106,Baja
Línea 79 Sup. JOSE CAPUÑAY,PENROSE 38,,252743.0,19.3584,28/06/2022,,210.0,4065.264,10626.0,38.25770750988142,0.3825770750988142,Baja
Línea 79 Sup. JOSE CAPUÑAY,PENROSE 38,,252743.0,19.3584,30/06/2022,,328.0,6349.5552,11185.0,56.7684863656683,0.567684863656683,Baja
Línea 79 Sup. JOSE CAPUÑAY,PENROSE 38,,252743.0,19.3584,30/06/2022,,74.0,1432.5216,11185.0,12.807524362986141,0.12807524362986142,Baja
Línea 79 Sup. JOSE CAPUÑAY,PENROSE 38,,252743.0,19.3584,4/07/2022,,269.0,5207.4096,10260.0,50.75447953216374,0.5075447953216374,Baja
Línea 79 Sup. JOSE CAPUÑAY,PENROSE 38,,252743.0,19.3584,5/07/2022,,49.0,948.5616,11144.0,8.511859296482411,0.08511859296482412,Baja
Línea 79 Sup. JOSE CAPUÑAY,PENROSE 38,,252743.0,19.3584,5/07/2022,,251.0,4858.9584,11144.0,43.60156496769563,0.4360156496769563,Baja
Línea 79 Sup. JOSE CAPUÑAY,PENROSE 38,,252743.0,19.3584,6/07/2022,,37.0,716.2608,12484.0,5.737430310797821,0.05737430310797821,Baja
Línea 79 Sup. JOSE CAPUÑAY,PENROSE 38,,252745.0,19.3584,6/07/2022,,262.0,5071.9008,12484.0,40.6272092278116,0.406272092278116,Baja
Línea 79 Sup. JOSE CAPUÑAY,PENROSE 38,,252745.0,19.3584,6/07/2022,,117.0,2264.9328,12484.0,18.142685036847165,0.18142685036847164,Baja
Línea 79 Sup. JOSE CAPUÑAY,PENROSE 38,,252745.0,19.3584,6/07/2022,,25.0,483.96,12484.0,3.876642101890419,0.03876642101890419,Baja
Línea 79 Sup. JOSE CAPUÑAY,PENROSE 38,,252745.0,19.3584,7/07/2022,,8.0,154.8672,12451.0,1.2438133483254357,0.012438133483254357,Baja
Línea 79 Sup. JOSE CAPUÑAY,PENROSE 38,,252745.0,19.3584,7/07/2022,,254.0,4917.0336,12451.0,39.49107380933258,0.39491073809332583,Baja
Línea 79 Sup. JOSE CAPUÑAY,PENROSE 38,,252745.0,19.3584,7/07/2022,,47.0,909.8448,12451.0,7.3074034214119346,0.07307403421411934,Baja
Línea 79 Sup. JOSE CAPUÑAY,PENROSE 38,,252745.0,19.3584,7/07/2022,,41.0,793.6944,12451.0,6.374543410167857,0.06374543410167857,Baja
Línea 79 Sup. JOSE CAPUÑAY,PENROSE 38,,252743.0,19.3584,8/07/2022,,32.0,619.4688,12488.0,4.960512491992312,0.049605124919923124,Baja
Línea 79 Sup. JOSE CAPUÑAY,PENROSE 38,,252745.0,19.3584,8/07/2022,,43.0,832.4112,12488.0,6.66568866111467,0.0666568866111467,Baja
Línea 79 Sup. JOSE CAPUÑAY,HADIKO Z,,254547.0,41.46,11/07/2022,,99.0,4104.54,11862.0,34.60242792109256,0.3460242792109256,Baja
Línea 79 Sup. JOSE CAPUÑAY,HADIKO Z,,254547.0,41.46,11/07/2022,,50.0,2073.0,11862.0,17.475973697521496,0.17475973697521496,Baja
Línea 79 Sup. JOSE CAPUÑAY,HADIKO Z,,254547.0,41.46,11/07/2022,,1.0,41.46,11862.0,0.3495194739504299,0.0034951947395042995,Baja
Línea 79 Sup. JOSE CAPUÑAY,HADIKO Z,,254547.0,41.46,12/07/2022,,49.0,2031.54,11857.0,17.133676309353124,0.17133676309353124,Baja
Línea 79 Sup. JOSE CAPUÑAY,HADIKO Z,,254547.0,41.46,12/07/2022,,51.0,2114.46,11857.0,17.8330100362655,0.17833010036265498,Baja
Línea 79 Sup. JOSE CAPUÑAY,HADIKO Z,,254547.0,41.46,12/07/2022,,51.0,2114.46,11857.0,17.8330100362655,0.17833010036265498,Baja
Línea 79 Sup. JOSE CAPUÑAY,HADIKO Z,,254547.0,41.46,12/07/2022,,27.0,1119.42,11857.0,9.441005313317028,0.09441005313317027,Baja
Línea 79 Sup. JOSE CAPUÑAY,HADIKO Z,,254547.0,41.46,13/07/2022,,37.0,1534.02,11867.0,12.926771719895507,0.12926771719895508,Baja
Línea 79 Sup. JOSE CAPUÑAY,HADIKO Z,,254547.0,41.46,13/07/2022,,64.0,2653.44,11867.0,22.359821353332773,0.22359821353332773,Baja
Línea 79 Sup. JOSE CAPUÑAY,HADIKO Z,,254547.0,41.46,13/07/2022,,47.0,1948.62,11867.0,16.420493806353754,0.16420493806353753,Baja
Línea 79 Sup. JOSE CAPUÑAY,HADIKO Z,,254547.0,41.46,13/07/2022,,32.0,1326.72,11867.0,11.179910676666386,0.11179910676666387,Baja
Línea 79 Sup. JOSE CAPUÑAY,HADIKO Z,,254547.0,41.46,14/07/2022,,15.0,621.9,12492.0,4.978386167146974,0.04978386167146974,Baja
Línea 79 Sup. JOSE CAPUÑAY,HADIKO Z,,254547.0,41.46,14/07/2022,,64.0,2653.44,12492.0,21.241114313160423,0.21241114313160422,Baja
Línea 79 Sup. JOSE CAPUÑAY,HADIKO Z,,254547.0,41.46,14/07/2022,,80.0,3316.8,12492.0,26.551392891450533,0.2655139289145053,Baja
